Time,Bitrate
0.10,556
0.20,942
0.30,939
0.40,940
0.50,942
0.60,942
0.70,942
0.80,942
0.90,941
1.00,942
1.10,941
1.20,942
1.30,942
1.40,941
1.50,942
1.60,931
1.70,941
1.80,941
1.90,942
2.00,941
2.10,942
2.20,942
2.30,942
2.40,941
2.50,942
2.60,942
2.70,941
2.80,941
2.90,942
3.00,936
3.10,948
3.20,941
3.30,941
3.40,942
3.50,942
3.60,942
3.70,941
3.80,942
3.90,942
4.00,941
4.10,941
4.20,942
4.30,941
4.40,942
4.50,941
4.60,942
4.70,941
4.80,942
4.90,942
5.00,941
5.10,942
5.20,941
5.30,942
5.40,942
5.50,941
5.60,942
5.70,942
5.80,941
5.90,942
6.00,941
6.10,941
6.20,942
6.30,942
6.40,942
6.50,942
6.60,940
6.70,942
6.80,942
6.90,942
7.00,942
7.10,941
7.20,941
7.30,942
7.40,942
7.50,942
7.60,941
7.70,941
7.80,942
7.90,940
8.00,942
8.10,942
8.20,942
8.30,942
8.40,941
8.50,942
8.60,903
8.70,941
8.80,942
8.90,942
9.00,942
9.10,941
9.20,941
9.30,941
9.40,941
9.50,942
9.60,941
9.70,942
9.80,942
9.90,914
10.00,969
10.10,942
10.20,941
10.30,941
10.40,942
10.50,942
10.60,942
10.70,940
10.80,942
10.90,942
11.00,942
11.10,942
11.20,942
11.30,942
11.40,941
11.50,941
11.60,942
11.70,941
11.80,942
11.90,941
12.00,942
12.10,942
12.20,941
12.30,942
12.40,941
12.50,942
12.60,941
12.70,941
12.80,941
12.90,942
13.00,942
13.10,941
13.20,941
13.30,942
13.40,940
13.50,942
13.60,942
13.70,942
13.80,942
13.90,941
14.00,941
14.10,941
14.20,942
14.30,932
14.40,942
14.50,941
14.60,941
14.70,942
14.80,942
14.90,942
15.00,942
15.10,941
15.20,940
15.30,942
15.40,938
15.50,938
15.60,939
15.70,940
15.80,942
15.90,942
16.00,942
16.10,941
16.20,942
16.30,942
16.40,941
16.50,942
16.60,942
16.70,942
16.80,942
16.90,941
17.00,941
17.10,941
17.20,942
17.30,942
17.40,941
17.50,942
17.60,941
17.70,941
17.80,942
17.90,927
18.00,954
18.10,938
18.20,940
18.30,941
18.40,940
18.50,942
18.60,942
18.70,941
18.80,941
18.90,942
19.00,940
19.10,942
19.20,942
19.30,941
19.40,942
19.50,941
19.60,940
19.70,942
19.80,942
19.90,942
20.00,941
20.10,919
20.20,941
20.30,942
20.40,941
