Time,Bitrate
73.80,941
73.90,942
74.00,942
74.10,942
74.20,941
74.30,941
74.40,941
74.50,942
74.60,942
74.70,941
74.80,942
74.90,940
75.00,942
75.10,942
75.20,941
75.30,942
75.40,942
75.50,940
75.60,942
75.70,942
75.80,942
75.90,942
76.00,940
76.10,942
76.20,942
76.30,941
76.40,942
76.50,941
76.60,940
76.70,942
76.80,942
76.90,942
77.00,941
77.10,942
77.20,940
77.30,942
77.40,942
77.50,941
77.60,942
77.70,942
77.80,940
77.90,942
78.00,942
78.10,942
78.20,942
78.30,941
78.40,940
78.50,942
78.60,942
78.70,942
78.80,941
78.90,942
79.00,940
79.10,942
79.20,942
79.30,941
79.40,942
79.50,941
79.60,941
79.70,942
79.80,942
79.90,941
80.00,942
80.10,940
80.20,942
80.30,942
