Time,Bitrate
26.20,940
26.30,942
26.40,940
26.50,942
26.60,940
26.70,942
26.80,941
26.90,941
27.00,941
27.10,940
27.20,942
27.30,940
27.40,942
27.50,941
27.60,941
27.70,941
27.80,940
27.90,942
28.00,940
28.10,942
28.20,941
28.30,941
28.40,941
28.50,928
28.60,940
28.70,942
28.80,940
28.90,942
29.00,941
29.10,941
29.20,941
29.30,940
29.40,942
29.50,940
29.60,942
29.70,941
29.80,941
29.90,923
30.00,911
30.10,940
30.20,942
30.30,940
30.40,942
30.50,941
30.60,941
30.70,941
30.80,940
30.90,942
31.00,940
31.10,942
31.20,941
31.30,941
31.40,941
31.50,940
31.60,910
31.70,940
31.80,942
31.90,940
32.00,942
32.10,941
32.20,941
32.30,941
32.40,940
32.50,942
32.60,940
32.70,942
32.80,941
32.90,941
33.00,941
33.10,941
33.20,941
33.30,940
33.40,942
33.50,940
33.60,942
33.70,941
33.80,940
33.90,942
34.00,940
34.10,942
34.20,940
34.30,942
34.40,941
34.50,941
34.60,941
34.70,940
34.80,942
34.90,940
35.00,942
35.10,941
35.20,941
35.30,941
35.40,940
35.50,942
35.60,940
35.70,942
35.80,940
35.90,942
36.00,941
36.10,940
36.20,942
36.30,940
36.40,942
36.50,940
36.60,942
36.70,941
36.80,941
36.90,941
37.00,940
37.10,942
37.20,941
37.30,941
37.40,914
37.50,942
37.60,940
37.70,942
37.80,941
37.90,941
38.00,941
38.10,940
38.20,942
38.30,940
38.40,942
38.50,941
38.60,941
38.70,941
38.80,940
38.90,942
39.00,928
39.10,892
39.20,942
39.30,941
39.40,941
39.50,941
39.60,940
39.70,942
39.80,940
39.90,942
40.00,940
40.10,942
40.20,941
40.30,940
40.40,942
40.50,940
40.60,942
40.70,940
40.80,942
40.90,941
41.00,941
41.10,941
41.20,940
41.30,942
41.40,940
41.50,942
41.60,940
41.70,942
41.80,941
41.90,941
42.00,941
42.10,940
42.20,942
42.30,940
42.40,942
42.50,941
42.60,941
42.70,941
42.80,940
42.90,942
43.00,940
43.10,942
43.20,923
43.30,932
43.40,942
43.50,940
43.60,942
43.70,941
43.80,940
43.90,942
44.00,940
44.10,942
44.20,940
44.30,942
44.40,941
44.50,941
44.60,941
44.70,941
44.80,941
44.90,940
45.00,942
45.10,941
45.20,941
45.30,941
45.40,941
45.50,941
45.60,940
45.70,942
45.80,940
45.90,942
46.00,941
46.10,941
46.20,941
46.30,940
46.40,942
46.50,940
46.60,942
46.70,940
46.80,942
46.90,941
47.00,940
47.10,942
47.20,940
47.30,942
47.40,940
47.50,942
47.60,941
47.70,941
47.80,941
47.90,940
48.00,942
48.10,940
48.20,942
48.30,936
48.40,941
48.50,941
48.60,940
48.70,942
48.80,940
48.90,942
49.00,941
49.10,941
49.20,941
49.30,940
49.40,942
49.50,940
49.60,942
49.70,940
49.80,942
49.90,941
50.00,940
50.10,942
50.20,940
50.30,942
50.40,940
50.50,942
50.60,941
50.70,941
50.80,941
50.90,940
51.00,942
51.10,940
51.20,942
51.30,941
51.40,941
51.50,941
51.60,940
51.70,942
51.80,940
51.90,942
52.00,941
52.10,941
52.20,941
52.30,941
52.40,941
52.50,940
52.60,942
52.70,940
52.80,942
52.90,941
53.00,941
53.10,941
53.20,940
53.30,942
53.40,940
53.50,942
53.60,941
53.70,941
53.80,941
53.90,940
54.00,942
54.10,940
54.20,942
54.30,941
54.40,941
54.50,941
54.60,941
54.70,941
54.80,940
54.90,942
55.00,940
55.10,942
55.20,941
55.30,941
55.40,941
55.50,940
55.60,942
55.70,940
55.80,942
55.90,941
56.00,941
56.10,941
56.20,940
56.30,942
56.40,940
56.50,942
56.60,940
56.70,942
56.80,941
56.90,941
57.00,941
57.10,940
57.20,942
57.30,940
57.40,942
57.50,941
57.60,941
57.70,941
57.80,940
57.90,942
58.00,940
58.10,942
58.20,941
58.30,941
58.40,941
58.50,940
58.60,941
58.70,941
58.80,942
58.90,941
59.00,941
59.10,941
59.20,941
59.30,941
59.40,940
59.50,942
59.60,940
59.70,942
59.80,941
59.90,941
60.00,941
60.10,941
60.20,941
60.30,940
60.40,942
60.50,940
60.60,942
60.70,941
60.80,940
60.90,942
61.00,940
61.10,942
61.20,940
61.30,942
61.40,941
61.50,941
61.60,941
61.70,940
61.80,942
61.90,940
62.00,942
62.10,941
62.20,941
62.30,941
62.40,940
62.50,942
62.60,940
62.70,942
62.80,941
62.90,941
63.00,941
63.10,940
63.20,942
63.30,940
63.40,942
63.50,940
63.60,942
63.70,941
63.80,941
63.90,941
64.00,940
64.10,942
64.20,940
64.30,942
64.40,940
64.50,942
64.60,941
64.70,940
64.80,941
64.90,940
65.00,942
65.10,940
65.20,942
65.30,941
65.40,941
65.50,941
65.60,940
65.70,942
65.80,940
65.90,942
66.00,941
66.10,941
66.20,941
66.30,940
66.40,942
66.50,940
66.60,942
66.70,940
66.80,942
66.90,941
67.00,941
67.10,941
67.20,940
67.30,942
67.40,940
67.50,942
67.60,941
67.70,941
67.80,941
67.90,940
68.00,942
68.10,940
68.20,942
68.30,941
68.40,941
68.50,941
68.60,940
68.70,942
68.80,940
68.90,942
69.00,940
69.10,942
69.20,941
69.30,941
69.40,941
69.50,940
69.60,942
69.70,940
69.80,942
69.90,941
70.00,941
70.10,941
70.20,940
70.30,942
70.40,940
70.50,942
70.60,941
70.70,941
70.80,941
70.90,940
71.00,942
71.10,940
71.20,942
71.30,940
71.40,942
71.50,941
71.60,940
71.70,942
71.80,940
71.90,942
72.00,940
72.10,942
72.20,941
72.30,941
72.40,941
72.50,940
72.60,942
72.70,940
72.80,942
72.90,941
73.00,941
73.10,941
73.20,940
73.30,942
73.40,940
73.50,942
73.60,941
73.70,941
73.80,941
73.90,941
74.00,941
74.10,940
74.20,942
74.30,940
74.40,942
74.50,941
74.60,941
74.70,941
74.80,940
74.90,942
75.00,940
75.10,942
75.20,941
75.30,941
75.40,941
75.50,940
75.60,942
75.70,940
75.80,942
75.90,940
76.00,942
76.10,941
76.20,940
76.30,942
76.40,940
76.50,942
76.60,941
76.70,941
76.80,941
76.90,940
77.00,942
77.10,940
77.20,942
77.30,940
77.40,942
77.50,941
77.60,941
77.70,941
77.80,940
77.90,942
78.00,940
78.10,942
78.20,941
78.30,941
78.40,941
78.50,940
78.60,942
78.70,940
78.80,942
78.90,941
79.00,941
79.10,941
79.20,940
79.30,942
79.40,940
79.50,942
79.60,941
79.70,941
79.80,941
79.90,940
80.00,941
80.10,939
80.20,907
80.30,977
