
Second: 1 | Number of Sorts: 308
Second: 2 | Number of Sorts: 115931
Second: 3 | Number of Sorts: 122164
Second: 4 | Number of Sorts: 157495
Second: 5 | Number of Sorts: 179157
Second: 6 | Number of Sorts: 179164
Second: 7 | Number of Sorts: 179248
Second: 8 | Number of Sorts: 179476
Second: 9 | Number of Sorts: 179479
Second: 10 | Number of Sorts: 179516
Second: 11 | Number of Sorts: 141453
Second: 12 | Number of Sorts: 172532
Second: 13 | Number of Sorts: 179455
Second: 14 | Number of Sorts: 178999
Second: 15 | Number of Sorts: 178751
Second: 16 | Number of Sorts: 178848
Second: 17 | Number of Sorts: 168948
Second: 18 | Number of Sorts: 168753
Second: 19 | Number of Sorts: 168901
Second: 20 | Number of Sorts: 167882
Second: 21 | Number of Sorts: 167772
Second: 22 | Number of Sorts: 167987
Second: 23 | Number of Sorts: 168165
Second: 24 | Number of Sorts: 167953
Second: 25 | Number of Sorts: 167992
Second: 26 | Number of Sorts: 131753
Second: 27 | Number of Sorts: 159583
Second: 28 | Number of Sorts: 179097
Second: 29 | Number of Sorts: 179038
Second: 30 | Number of Sorts: 177493
Second: 31 | Number of Sorts: 172274
Second: 32 | Number of Sorts: 161385
Second: 33 | Number of Sorts: 175869
Second: 34 | Number of Sorts: 179389
Second: 35 | Number of Sorts: 179463
