Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,4,7,52,60852,12902539264,0,6,0,298.6532011504643,2271231843,2286362,0,0,28672,7,139014,3222535
2,Yes,5,6,47,67674,12902539264,0,7,0,319.0517085771709,2698486441,2189566,0,0,28672,7,267615,3264548
3,Yes,3,7,72,61391,12902539264,0,5,0,328.72501407532906,2522094649,2199694,0,0,28672,7,114524,3211486
4,Yes,4,7,76,62429,12902539264,0,6,0,309.6827642818237,2416164779,2259809,0,0,28672,7,166583,3236886
5,No,4,6,52,61080,12902539264,0,6,0,315.79870543930315,2410673857,2231507,0,0,28672,7,141595,3206032
6,Yes,4,7,75,62254,12902539264,0,6,0,286.6273042556268,2229998816,2302754,0,0,36864,9,158871,3216361
7,Yes,4,8,152,64490,12902539264,0,6,0,282.54992177661984,2277210597,2300814,0,0,28672,7,179614,3229789
8,Yes,4,7,118,63118,12902539264,0,6,0,308.3672205479235,2432458047,2249859,0,0,28672,7,208080,3232668
9,No,4,7,54,60670,12902539264,0,6,0,301.9745182401134,2289622615,2272568,0,0,28672,7,83699,3206023
10,Yes,4,8,87,64325,12902539264,0,6,0,271.14853864452635,2179720160,2330011,0,0,28672,7,177679,3230162
