Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,72,28968,8607571968,0,5,0,470.525037149565,1703323513,1773291,0,0,1684074496,411151,10789
2,3,5,104,29540,8607571968,0,5,0,455.3165651599797,1680759460,1776454,0,0,1661526016,405646,39431
3,4,4,42,29783,8607571968,0,6,0,493.5962553477283,1837137951,1755897,0,0,1817784320,443795,36385
4,3,4,67,28969,8607571968,0,5,0,461.6354295183843,1671196393,1775003,0,0,1651994624,403319,5684
5,3,4,133,30213,8607571968,0,5,0,473.817423946506,1788981436,1783238,0,0,1769476096,432001,50165
6,3,4,66,28353,8607571968,0,5,0,439.8345908497654,1558396468,1778942,0,0,1539379200,375825,17008
7,3,4,147,29042,8607571968,0,5,0,477.5198870445623,1733065426,1766476,0,0,1713819648,418413,12729
8,3,4,62,29173,8607571968,0,5,0,471.4588715417052,1718785594,1770356,0,0,1699532800,414925,54012
9,3,4,95,28567,8607571968,0,5,0,462.8491082869446,1652332501,1778895,0,0,1633132544,398714,16343
10,3,4,96,30745,8607571968,0,5,0,483.41003142383136,1857351088,1781082,0,0,1837731840,448665,27640
