Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,3,74,29444,8607571968,0,5,0,476.4503298121667,1753184386,1758852,0,0,1733967872,423332,15093
2,3,3,62,30773,8607571968,0,5,0,496.54725433864155,1909632493,1761079,0,0,1890091008,461448,44713
3,3,4,128,30224,8607571968,0,5,0,498.6788124420913,1883546830,1741400,0,0,1864232960,455135,19358
4,3,4,57,29813,8607571968,0,5,0,477.7391257673857,1779903316,1753134,0,0,1760686080,429855,51264
5,3,4,46,30508,8607571968,0,5,0,486.7381258851299,1855720090,1741220,0,0,1836462080,448355,47242
6,4,4,31,30389,8607571968,0,6,0,487.9408581866052,1853047962,1742996,0,0,1833779200,447700,36336
7,3,5,107,31528,8607571968,0,5,0,502.98729334136976,1981746172,1766350,0,0,1962016768,479008,16102
8,3,4,43,29295,8607571968,0,5,0,479.8980063500734,1756874179,1752957,0,0,1737703424,424244,23760
9,3,4,83,29551,8607571968,0,5,0,499.2889414153721,1843848910,1744144,0,0,1824587776,445456,12778
10,3,3,78,30740,8607571968,0,5,0,480.48861944887267,1845884953,1762891,0,0,1826451456,445911,59474
