Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,5,64,29195,8607571968,0,5,0,483.62467420349435,1764413146,1763436,0,0,1745133568,426058,16984
2,3,4,101,29057,8607571968,0,5,0,490.9580879083055,1782763282,1759916,0,0,1763479552,430537,48151
3,4,3,183,29226,8607571968,0,6,0,472.7469740957465,1726673193,1770323,0,0,1707405312,416847,30971
4,3,4,60,29280,8607571968,0,5,0,459.5172567290614,1681391017,1775035,0,0,1662169088,405803,35640
5,3,4,44,30068,8607571968,0,5,0,466.68734912187335,1753598674,1779348,0,0,1734197248,423388,57560
6,4,4,37,29698,8607571968,0,6,0,488.62584468242744,1813444569,1756243,0,0,1794134016,438021,44455
7,3,5,88,28530,8607571968,0,5,0,471.4254112532866,1680713848,1771386,0,0,1661526016,405646,22274
8,3,4,90,29535,8607571968,0,5,0,467.41562588466354,1725193972,1768302,0,0,1705947136,416491,43734
9,3,3,75,29716,8607571968,0,5,0,478.82913472217547,1778218876,1763422,0,0,1758912512,429422,51749
10,4,4,45,30166,8607571968,0,6,0,479.0958275976394,1806098634,1758548,0,0,1786781696,436226,27337
