Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,29,31345,8607571968,0,6,0,498.0053483934782,1950785793,1769563,0,0,1931087872,471457,25963
2,3,3,123,29523,8607571968,0,5,0,470.02110081300816,1734165478,1764216,0,0,1714937856,418686,38009
3,3,5,18,27164,8607571968,0,5,0,477.8250780956589,1621944028,1763118,0,0,1602945024,391344,13254
4,3,3,78,29337,8607571968,0,5,0,478.133570055226,1752983884,1764846,0,0,1733713920,423270,7980
5,3,4,85,30238,8607571968,0,5,0,478.49299226036914,1808132257,1754683,0,0,1788846080,436730,49419
6,3,5,79,29832,8607571968,0,5,0,472.49617594796666,1761430546,1753972,0,0,1742241792,425352,14372
7,3,4,75,30139,8607571968,0,5,0,485.8684320557491,1829993266,1746364,0,0,1810739200,442075,33509
8,3,4,88,29502,8607571968,0,5,0,476.23796460777004,1755796051,1755829,0,0,1736601600,423975,14206
9,3,4,203,29735,8607571968,0,5,0,480.94466166627427,1787158333,1757599,0,0,1767886848,431613,14414
10,3,4,195,29553,8607571968,0,5,0,475.7716392432908,1757109637,1757687,0,0,1737895936,424291,35671
