Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,3,2,40,6261,1091379200,0,5,0,691.2224010225276,540582742,16513,0,0,32768,8,26839,No
2,3,3,246,7077,1091379200,0,5,0,668.3879728583546,590809681,24397,0,0,32768,8,49270,No
3,3,2,84,6238,1091379200,0,5,0,602.4549454778704,469401246,29385,0,0,32768,8,13095,No
4,6,3,159,7374,1091379200,0,8,0,656.9770212996879,605109741,22530,0,0,32768,8,59891,No
5,3,3,32,6240,1091379200,0,5,0,644.6522417829084,502374620,20935,0,0,32768,8,23356,No
