Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,8,8073,1091379200,0,4,0,943.1983883038038,951356916,35599,0,0,949182464,231734,0,267333
2,Yes,2,2,771,8480,1091379200,0,4,0,859.2279094125973,910354419,48886,0,0,908140544,221714,0,270600
3,No,2,1,101,8055,1091379200,0,4,0,940.1804817481997,946314342,43033,0,0,944082944,230489,0,273522
4,Yes,2,1,2522,10585,1091379200,0,4,0,726.8989410430839,961474941,35328,0,0,959283200,234200,0,269528
5,Yes,3,2,12865,20671,1091379200,0,5,0,357.023564565291,922202623,44321,0,0,920006656,224611,0,268932
6,Yes,2,3,76,8072,1091379200,0,4,0,940.9129389019705,948815955,37814,0,0,946626560,231110,0,268924
7,No,2,1,55,7969,1091379200,0,4,0,941.313780120482,937336167,41362,0,0,935137280,228305,0,269667
8,No,3,2,130,7938,1091379200,0,5,0,941.1266008064516,933385204,43318,0,0,931176448,227338,0,270656
9,Yes,3,1,918,9269,1091379200,0,5,0,853.8859507984463,989014490,36885,0,0,986755072,240907,0,277792
10,Yes,2,2,97,8207,1091379200,0,4,0,941.0188899451554,964920141,41928,0,0,962662400,235025,0,276953
