Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,5,3,139,39310,4312604672,0,7,0,838.4090654590785,4119205706,300980,0,0,4108472320,1003045,137489,1304025
2,Yes,4,3,140,33613,4312604672,0,6,0,803.6632740255876,3376177920,357226,0,0,3366387712,821872,40711,1179098
3,Yes,5,3,171,41433,4312604672,0,7,0,855.1489544774319,4428390212,257366,0,0,4417445888,1078478,167786,1335844
4,No,5,3,151,40286,4312604672,0,7,0,833.0734501402577,4194624788,321030,0,0,4183564288,1021378,187643,1342408
5,Yes,4,3,118,35976,4312604672,0,6,0,842.7185771550885,3789177012,270726,0,0,3779358720,922695,47863,1193421
6,No,6,3,134,39424,4312604672,0,8,0,824.212243423556,4061196394,352132,0,0,4050116608,988798,188061,1340930
7,Yes,8,3,173,45514,4312604672,0,10,0,863.7719867284833,4913678347,262192,0,0,4901744640,1196715,279598,1458907
8,No,6,3,152,40524,4312604672,0,8,0,829.130430147331,4199436808,327650,0,0,4188307456,1022536,192908,1350186
9,Yes,6,3,158,39046,4312604672,0,8,0,816.5714345721384,3984962353,367387,0,0,3973894144,970189,187175,1337576
10,Yes,6,3,126,35626,4312604672,0,8,0,813.7404279257784,3623271946,382804,0,0,3612770304,882024,120469,1264828
