Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,5,6,83,40224,8607571968,0,7,0,449.49567556815356,2259514699,1253288,0,0,36864,9,224570,2191998
2,Yes,5,6,141,36605,8607571968,0,7,0,475.8977917429438,2176960474,1267788,0,0,36864,9,93108,2148602
3,No,5,6,64,38457,8607571968,0,7,0,474.4324477386804,2280087820,1265860,0,0,36864,9,192699,2181966
4,Yes,6,8,72,41567,8607571968,0,8,0,456.38395014316995,2370645111,1239429,0,0,36864,9,228105,2188905
5,No,6,7,83,37578,8607571968,0,8,0,461.9212036943387,2169142731,1299780,0,0,36864,9,134130,2179477
6,Yes,5,5,55,39526,8607571968,0,7,0,497.09695665595507,2455508667,1196736,0,0,36864,9,227491,2186564
7,Yes,5,11,78,38588,8607571968,0,7,0,483.87007470772744,2333069548,1248676,0,0,36864,9,138045,2184323
8,Yes,5,6,47,39742,8607571968,0,7,0,483.98429293336017,2403737547,1213561,0,0,36864,9,191545,2182307
9,Yes,5,5,55,38851,8607571968,0,7,0,496.79846017607986,2412116687,1203707,0,0,28672,7,117280,2183118
10,No,4,7,69,38054,8607571968,0,6,0,452.86666491444794,2153564840,1305277,0,0,28672,7,94356,2179415
