Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,1,19,21,7118,2165121024,0,3,0,930.0575686716438,825097503,328825,0,0,820535296,200326,0,529151
2,Yes,2,17,9,6997,2165121024,0,4,0,928.2742968481375,809706966,338668,0,0,805085184,196554,0,535251
3,No,1,17,32,6789,2165121024,0,3,0,929.117161252215,786285345,338331,0,0,781713408,190848,0,529179
4,No,1,17,32,6793,2165121024,0,3,0,930.4616292798111,787888668,338182,0,0,783314944,191239,0,529421
5,Yes,2,16,8,7028,2165121024,0,4,0,930.558570450656,815422229,337172,0,0,810803200,197950,0,535136
6,No,1,18,23,6859,2165121024,0,3,0,929.3708510451688,794515917,336279,0,0,789946368,192858,0,529137
7,Yes,1,16,96,6940,2165121024,0,3,0,927.3110618139804,802375392,335858,0,0,797794304,194774,0,530632
8,Yes,1,17,21,6861,2165121024,0,3,0,929.4089783752191,794897049,336219,0,0,790327296,192951,0,529170
9,Yes,1,17,57,6961,2165121024,0,3,0,928.9529251152073,806118807,334097,0,0,801546240,195690,0,529787
10,Yes,2,17,9,7072,2165121024,0,4,0,931.020614032601,820831446,335768,0,0,816214016,199271,0,535068
