
Second: 1 | Number of Sorts: 88
Second: 2 | Number of Sorts: 99274
Second: 3 | Number of Sorts: 121184
Second: 4 | Number of Sorts: 140211
Second: 5 | Number of Sorts: 170430
Second: 6 | Number of Sorts: 178549
Second: 7 | Number of Sorts: 179130
Second: 8 | Number of Sorts: 179233
Second: 9 | Number of Sorts: 179089
Second: 10 | Number of Sorts: 178709
Second: 11 | Number of Sorts: 134536
Second: 12 | Number of Sorts: 178684
Second: 13 | Number of Sorts: 178988
Second: 14 | Number of Sorts: 178982
Second: 15 | Number of Sorts: 178670
Second: 16 | Number of Sorts: 174155
Second: 17 | Number of Sorts: 171488
Second: 18 | Number of Sorts: 149316
Second: 19 | Number of Sorts: 157313
Second: 20 | Number of Sorts: 152325
Second: 21 | Number of Sorts: 143827
Second: 22 | Number of Sorts: 148762
Second: 23 | Number of Sorts: 149597
Second: 24 | Number of Sorts: 148938
Second: 25 | Number of Sorts: 149797
Second: 26 | Number of Sorts: 149477
Second: 27 | Number of Sorts: 149192
Second: 28 | Number of Sorts: 124276
Second: 29 | Number of Sorts: 132500
Second: 30 | Number of Sorts: 154377
Second: 31 | Number of Sorts: 177545
Second: 32 | Number of Sorts: 178284
Second: 33 | Number of Sorts: 175676
Second: 34 | Number of Sorts: 171924
Second: 35 | Number of Sorts: 176030
Second: 36 | Number of Sorts: 177066
Second: 37 | Number of Sorts: 178768
Second: 38 | Number of Sorts: 178282
Second: 39 | Number of Sorts: 178844
Second: 40 | Number of Sorts: 178432
Second: 41 | Number of Sorts: 178572
Second: 42 | Number of Sorts: 178263
Second: 43 | Number of Sorts: 179039
Second: 44 | Number of Sorts: 178399
Second: 45 | Number of Sorts: 163866
