Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,7,6,97,69061,12902539264,0,9,0,469.8009661863732,4055050727,2749100,0,0,4022452224,982044,183376,No
2,4,6,90,52038,12902539264,0,6,0,329.12738899138986,2140432128,2783762,0,0,2111254528,515443,64634,Yes
3,4,6,97,53943,12902539264,0,6,0,320.51111511578324,2160713592,2786442,0,0,2131472384,520379,74192,Yes
4,6,7,172,58092,12902539264,0,8,0,350.77264023413966,2546616139,2770405,0,0,2516766720,614445,135437,No
5,3,7,180,55016,12902539264,0,5,0,300.23392724826846,2064233629,2763751,0,0,2035384320,496920,22730,No
