
Second: 1 | Number of Sorts: 344
Second: 2 | Number of Sorts: 126005
Second: 3 | Number of Sorts: 129253
Second: 4 | Number of Sorts: 170822
Second: 5 | Number of Sorts: 178434
Second: 6 | Number of Sorts: 178360
Second: 7 | Number of Sorts: 178139
Second: 8 | Number of Sorts: 177887
Second: 9 | Number of Sorts: 177812
Second: 10 | Number of Sorts: 178417
Second: 11 | Number of Sorts: 138953
Second: 12 | Number of Sorts: 171705
Second: 13 | Number of Sorts: 178447
Second: 14 | Number of Sorts: 178264
Second: 15 | Number of Sorts: 178363
Second: 16 | Number of Sorts: 178302
Second: 17 | Number of Sorts: 168098
Second: 18 | Number of Sorts: 167316
Second: 19 | Number of Sorts: 168660
Second: 20 | Number of Sorts: 166870
Second: 21 | Number of Sorts: 167297
Second: 22 | Number of Sorts: 166510
Second: 23 | Number of Sorts: 166795
Second: 24 | Number of Sorts: 167293
Second: 25 | Number of Sorts: 127117
Second: 26 | Number of Sorts: 132511
Second: 27 | Number of Sorts: 154502
Second: 28 | Number of Sorts: 177091
Second: 29 | Number of Sorts: 178041
Second: 30 | Number of Sorts: 178579
Second: 31 | Number of Sorts: 178493
Second: 32 | Number of Sorts: 178542
Second: 33 | Number of Sorts: 178429
Second: 34 | Number of Sorts: 178517
Second: 35 | Number of Sorts: 178419
