Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,4,8,56,61483,12902539264,0,6,0,311.3833070353802,2392573690,2250716,0,0,28672,7,116299,3227860
2,Yes,5,7,69,68327,12902539264,0,7,0,290.26423372365343,2478644120,2246678,0,0,28672,7,221649,3245767
3,Yes,5,7,76,65391,12902539264,0,7,0,317.5672634283617,2595264808,2206893,0,0,28672,7,223873,3250435
4,Yes,4,7,61,59195,12902539264,0,6,0,309.43212029465434,2289121132,2283890,0,0,28672,7,152796,3222692
5,Yes,4,7,78,63060,12902539264,0,6,0,309.71743580797107,2440864275,2254124,0,0,28672,7,154472,3239574
6,No,4,7,79,62595,12902539264,0,6,0,314.1167722886176,2457280158,2250349,0,0,36864,9,168115,3241455
7,Yes,5,7,59,62731,12902539264,0,7,0,309.09848759645433,2423274256,2269796,0,0,28672,7,171657,3251049
8,Yes,4,6,68,63291,12902539264,0,6,0,305.2908772694952,2414829236,2250711,0,0,28672,7,165202,3226490
9,Yes,4,7,76,60153,12902539264,0,6,0,303.44833744554916,2281188053,2272835,0,0,28672,7,127733,3204363
10,No,4,8,59,61945,12902539264,0,6,0,302.30185420669386,2340246333,2276106,0,0,28672,7,166324,3227619
