Time: 12:20:17 | Second: 1 | Number of Sorts: 337
Time: 12:20:18 | Second: 2 | Number of Sorts: 140580
Time: 12:20:19 | Second: 3 | Number of Sorts: 164231
Time: 12:20:20 | Second: 4 | Number of Sorts: 180509
Time: 12:20:21 | Second: 5 | Number of Sorts: 180408
Time: 12:20:22 | Second: 6 | Number of Sorts: 180220
Time: 12:20:23 | Second: 7 | Number of Sorts: 180432
Time: 12:20:24 | Second: 8 | Number of Sorts: 180503
Time: 12:20:25 | Second: 9 | Number of Sorts: 180457
Time: 12:20:26 | Second: 10 | Number of Sorts: 180486
Time: 12:20:27 | Second: 11 | Number of Sorts: 143002
Time: 12:20:28 | Second: 12 | Number of Sorts: 172526
Time: 12:20:29 | Second: 13 | Number of Sorts: 180247
Time: 12:20:30 | Second: 14 | Number of Sorts: 180633
Time: 12:20:31 | Second: 15 | Number of Sorts: 180146
Time: 12:20:32 | Second: 16 | Number of Sorts: 180348
Time: 12:20:33 | Second: 17 | Number of Sorts: 166840
Time: 12:20:34 | Second: 18 | Number of Sorts: 168055
Time: 12:20:35 | Second: 19 | Number of Sorts: 163325
Time: 12:20:36 | Second: 20 | Number of Sorts: 168473
Time: 12:20:37 | Second: 21 | Number of Sorts: 168671
Time: 12:20:38 | Second: 22 | Number of Sorts: 168886
Time: 12:20:39 | Second: 23 | Number of Sorts: 168792
Time: 12:20:40 | Second: 24 | Number of Sorts: 168929
Time: 12:20:41 | Second: 25 | Number of Sorts: 168987
Time: 12:20:42 | Second: 26 | Number of Sorts: 126528
Time: 12:20:43 | Second: 27 | Number of Sorts: 89030
Time: 12:20:44 | Second: 28 | Number of Sorts: 130032
Time: 12:20:45 | Second: 29 | Number of Sorts: 136099
Time: 12:20:46 | Second: 30 | Number of Sorts: 162541
Time: 12:20:47 | Second: 31 | Number of Sorts: 179215
Time: 12:20:48 | Second: 32 | Number of Sorts: 179833
Time: 12:20:49 | Second: 33 | Number of Sorts: 179816
Time: 12:20:50 | Second: 34 | Number of Sorts: 179822
Time: 12:20:51 | Second: 35 | Number of Sorts: 179856
