Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,3,31,273,19900,2165121024,0,5,0,913.8276104484373,2269392715,12638,0,0,2264166400,552775,31125,566782
2,No,3,31,27,20017,2165121024,0,5,0,912.118708295807,2278488179,11934,0,0,2273292288,555003,50338,569054
3,Yes,3,35,31,19871,2165121024,0,5,0,909.8162972373461,2255677125,12441,0,0,2250330112,549397,44860,564146
4,Yes,3,31,364,20515,2165121024,0,5,0,894.618722124585,2290458854,11843,0,0,2285047808,557873,45564,572451
5,Yes,3,32,34,19885,2165121024,0,5,0,912.6525385584043,2264648972,10964,0,0,2259267584,551579,51052,564965
6,Yes,2,30,169,19462,2165121024,0,4,0,909.5803272951832,2209158257,11789,0,0,2204475392,538202,21983,550621
7,Yes,2,33,57,19198,2165121024,0,4,0,925.0493052961127,2215858884,11570,0,0,2211192832,539842,24025,552040
8,No,3,31,38,20057,2165121024,0,5,0,905.0722688504944,2265409773,11485,0,0,2260029440,551765,46961,565695
9,Yes,2,32,56,19270,2165121024,0,4,0,917.6668302318328,2206546952,11916,0,0,2201833472,537557,24328,550043
10,No,3,35,27,20141,2165121024,0,5,0,896.315617228688,2252452841,10610,0,0,2247217152,548637,45532,561322
