
Second: 1 | Number of Sorts: 640
Second: 2 | Number of Sorts: 126954
Second: 3 | Number of Sorts: 128692
Second: 4 | Number of Sorts: 169633
Second: 5 | Number of Sorts: 179860
Second: 6 | Number of Sorts: 180526
Second: 7 | Number of Sorts: 180749
Second: 8 | Number of Sorts: 180699
Second: 9 | Number of Sorts: 180614
Second: 10 | Number of Sorts: 180566
Second: 11 | Number of Sorts: 141907
Second: 12 | Number of Sorts: 173568
Second: 13 | Number of Sorts: 180055
Second: 14 | Number of Sorts: 179709
Second: 15 | Number of Sorts: 179698
Second: 16 | Number of Sorts: 179785
Second: 17 | Number of Sorts: 168062
Second: 18 | Number of Sorts: 168600
Second: 19 | Number of Sorts: 168460
Second: 20 | Number of Sorts: 168536
Second: 21 | Number of Sorts: 163584
Second: 22 | Number of Sorts: 168196
Second: 23 | Number of Sorts: 147624
Second: 24 | Number of Sorts: 132931
Second: 25 | Number of Sorts: 141727
Second: 26 | Number of Sorts: 171547
Second: 27 | Number of Sorts: 180179
Second: 28 | Number of Sorts: 171350
Second: 29 | Number of Sorts: 179229
Second: 30 | Number of Sorts: 177690
Second: 31 | Number of Sorts: 165262
Second: 32 | Number of Sorts: 172750
Second: 33 | Number of Sorts: 177573
Second: 34 | Number of Sorts: 166755
Second: 35 | Number of Sorts: 178573
