
Second: 1 | Number of Sorts: 465
Second: 2 | Number of Sorts: 126038
Second: 3 | Number of Sorts: 129446
Second: 4 | Number of Sorts: 168798
Second: 5 | Number of Sorts: 179395
Second: 6 | Number of Sorts: 179784
Second: 7 | Number of Sorts: 179873
Second: 8 | Number of Sorts: 179509
Second: 9 | Number of Sorts: 180031
Second: 10 | Number of Sorts: 180179
Second: 11 | Number of Sorts: 141656
Second: 12 | Number of Sorts: 171651
Second: 13 | Number of Sorts: 179881
Second: 14 | Number of Sorts: 179911
Second: 15 | Number of Sorts: 179776
Second: 16 | Number of Sorts: 179865
Second: 17 | Number of Sorts: 166032
Second: 18 | Number of Sorts: 159842
Second: 19 | Number of Sorts: 159905
Second: 20 | Number of Sorts: 159383
Second: 21 | Number of Sorts: 159426
Second: 22 | Number of Sorts: 160053
Second: 23 | Number of Sorts: 159502
Second: 24 | Number of Sorts: 127515
Second: 25 | Number of Sorts: 133864
Second: 26 | Number of Sorts: 142916
Second: 27 | Number of Sorts: 174705
Second: 28 | Number of Sorts: 167560
Second: 29 | Number of Sorts: 180578
Second: 30 | Number of Sorts: 180560
Second: 31 | Number of Sorts: 180649
Second: 32 | Number of Sorts: 180357
Second: 33 | Number of Sorts: 180715
Second: 34 | Number of Sorts: 180172
Second: 35 | Number of Sorts: 180478
