Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,4,9,23,78402,17197506560,0,6,0,176.43040557192606,1728651188,3751587,0,0,28672,7,73280,No
2,4,8,42,76047,17197506560,0,6,0,144.05498820342194,1369012246,3677799,0,0,28672,7,61333,No
3,3,11,53,80523,17197506560,0,5,0,135.43346184419713,1362789976,3662428,0,0,28672,7,35286,No
