Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,2,2,32,16933,2165121024,0,4,0,914.572910282913,1935366885,57264,0,0,1931079680,471455,61,528719
2,Yes,2,3,38,18034,2165121024,0,4,0,931.9601650490821,2100177621,16936,0,0,2095931392,511702,21,528638
3,Yes,2,3,25,17158,2165121024,0,4,0,921.2101470125328,1975076163,47574,0,0,1970798592,481152,59,528726
4,Yes,4,2,11,17357,2165121024,0,6,0,916.3846840679919,1987769520,53918,0,0,1983410176,484231,7458,538149
5,Yes,2,2,17,17260,2165121024,0,4,0,924.2448775060842,1993483260,43087,0,0,1989210112,485647,61,528734
6,No,2,3,43,16789,2165121024,0,4,0,910.2070878112713,1909498176,63971,0,0,1905201152,465137,460,529108
7,Yes,2,3,19,17367,2165121024,0,4,0,925.9947164247869,2009527686,39193,0,0,2005258240,489565,104,528758
8,Yes,2,2,91,17017,2165121024,0,4,0,909.3555192477226,1933741674,57717,0,0,1929453568,471058,101,528775
9,No,2,3,10,16783,2165121024,0,4,0,910.327588557807,1909068021,63600,0,0,1904775168,465033,28,528633
10,Yes,2,2,34,17097,2165121024,0,4,0,915.5939453641416,1956165966,52249,0,0,1951883264,476534,140,528783
