Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,10,18,37577,17197506560,0,4,0,569.8181037612799,2675582136,3554483,0,0,2638438400,644150,7,4198633
2,No,2,9,10,32921,17197506560,0,4,0,527.320045697618,2169182466,3678181,0,0,2131914752,520487,17,4198668
3,Yes,2,10,9,29359,17197506560,0,4,0,461.3943919043238,1692470799,3794546,0,0,1655087104,404074,4,4198620
4,No,2,11,9,33304,17197506560,0,4,0,506.45967116210613,2107482777,3693212,0,0,2070200320,505420,1,4198632
5,Yes,2,11,31,32480,17197506560,0,4,0,514.4010003387847,2087548308,3698079,0,0,2050260992,500552,3,4198631
6,Yes,4,10,56,32752,17197506560,0,6,0,505.4263961883819,2068239735,3705909,0,0,2030919680,495830,1914,4201739
7,Yes,2,9,9,36251,17197506560,0,4,0,558.429295734231,2529611865,3590140,0,0,2492432384,608504,25,4198644
8,No,2,10,12,32908,17197506560,0,4,0,506.09783500516744,2080988370,3699709,0,0,2043699200,498950,11,4198659
9,Yes,2,11,11,33512,17197506560,0,4,0,519.8267502462613,2176627293,3676376,0,0,2139361280,522305,8,4198681
10,Yes,2,10,9,34308,17197506560,0,4,0,531.4571914397341,2278277392,3651541,0,0,2241036288,547128,3,4198669
