Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,28,11823,2165121024,0,4,0,692.5729674308434,1023150773,285319,0,0,1018593280,248680,3748,533999
2,No,2,2,21,11480,2165121024,0,4,0,670.4648315037464,961737059,300205,0,0,957165568,233683,3344,533888
3,Yes,2,4,31,11624,2165121024,0,4,0,663.8118974182444,963974423,300281,0,0,959397888,234228,8597,534509
4,Yes,1,3,87,11336,2165121024,0,3,0,672.9491580340598,953104269,299975,0,0,948551680,231580,988,531555
5,No,2,2,23,11486,2165121024,0,4,0,679.0837464298154,974612360,299866,0,0,970018816,236821,4678,536687
6,No,1,3,97,11400,2165121024,0,3,0,672.517094674037,957872334,298976,0,0,953319424,232744,913,531720
7,Yes,1,2,116,11326,2165121024,0,3,0,676.6771522430237,957624177,299219,0,0,953069568,232683,1438,531902
8,Yes,2,3,45,11564,2165121024,0,4,0,674.5511322549953,974598347,298765,0,0,970014720,236820,9066,535585
9,Yes,1,2,94,11901,2165121024,0,3,0,643.0120971510212,956187786,299220,0,0,951635968,232333,875,531553
10,Yes,2,2,30,11336,2165121024,0,4,0,682.1611554614435,966239615,298889,0,0,961671168,234783,2719,533672
