Linux 4.4.0-142-generic (vmuser) 	11/10/2024 	_x86_64_	(1 CPU)

02:28:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:28:37 AM  all   55.56    0.00   25.25    0.00    0.00    0.00    0.00    0.00    0.00   19.19
02:28:38 AM  all   12.12    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   85.86
02:28:39 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:28:40 AM  all    0.00    0.00    1.00    7.00    0.00    0.00    0.00    0.00    0.00   92.00
02:28:41 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:28:42 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:28:43 AM  all    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
02:28:44 AM  all    0.00    0.00    2.02   26.26    0.00    0.00    0.00    0.00    0.00   71.72
02:28:45 AM  all    1.00    0.00    4.00   81.00    0.00    0.00    0.00    0.00    0.00   14.00
02:28:46 AM  all    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
02:28:47 AM  all    9.18    0.00    4.08    1.02    0.00    0.00    0.00    0.00    0.00   85.71
02:28:48 AM  all   72.00   12.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:49 AM  all   52.00   48.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:50 AM  all   53.00   45.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:51 AM  all   78.22   10.89   10.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:52 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:53 AM  all   97.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:54 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:55 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:56 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:58 AM  all   93.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:28:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:00 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:01 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:02 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:03 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:04 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:05 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:06 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:07 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:09 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:10 AM  all   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:11 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:14 AM  all   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:16 AM  all   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:18 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:19 AM  all   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
02:29:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
