Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,6,33,9173,8607571968,0,4,0,234.0145295080179,267939041,1873422,0,0,36864,9,0,2102097
2,No,2,6,18,8757,8607571968,0,4,0,234.8270241115301,256659053,1882184,0,0,36864,9,0,2101560
3,No,2,6,36,8700,8607571968,0,4,0,235.0810747642052,255262000,1883295,0,0,32768,8,0,2101956
4,Yes,2,6,30,8904,8607571968,0,4,0,230.32117959091931,255962374,1882563,0,0,32768,8,0,2101852
5,Yes,4,7,21,8842,8607571968,0,6,0,234.03152642897567,258246157,1883230,0,0,45056,11,0,2104037
6,Yes,2,6,42,9216,8607571968,0,4,0,222.302752660152,255713686,1882872,0,0,36864,9,0,2101975
7,Yes,2,5,35,9028,8607571968,0,4,0,227.29390224980602,256146752,1882643,0,0,36864,9,0,2101851
8,No,3,5,56,8788,8607571968,0,5,0,235.36484936809745,258188800,1881980,0,0,45056,11,0,2103292
9,Yes,2,6,18,8845,8607571968,0,4,0,232.7009200135762,256893071,1881840,0,0,32768,8,0,2101790
10,Yes,2,6,23,9391,8607571968,0,4,0,218.520126158764,256139065,1882356,0,0,32768,8,0,2101722
