Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,6,4,121,52789,8607571968,0,8,0,504.12405781945625,3326061087,1710308,0,0,3304214528,806693,127228
2,3,4,113,38977,8607571968,0,5,0,371.473631899007,1809467848,1750322,0,0,1790218240,437065,21557
3,3,4,116,40743,8607571968,0,5,0,390.5444245563219,1988586280,1730642,0,0,1969164288,480753,20617
4,3,4,110,39829,8607571968,0,5,0,381.22519201506594,1897574275,1743221,0,0,1878216704,458549,39076
5,3,4,133,40769,8607571968,0,5,0,376.58357610695447,1918716301,1738463,0,0,1899360256,463711,54038
6,3,4,98,39702,8607571968,0,5,0,383.65516912690816,1903580479,1742993,0,0,1884213248,460013,9700
7,3,5,171,41343,8607571968,0,5,0,400.9857488993178,2071781227,1716813,0,0,2052321280,501055,19118
8,3,4,48,38059,8607571968,0,5,0,366.23575309420573,1741925314,1746340,0,0,1722843136,420616,18454
9,3,4,31,38259,8607571968,0,5,0,360.464350699255,1723483083,1749200,0,0,1704411136,416116,12045
10,3,4,81,38878,8607571968,0,5,0,384.47497762000313,1868047651,1745685,0,0,1848725504,451349,5961
