Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,126,37246,8607571968,0,5,0,400.9040605767682,1866096244,1743182,0,0,1846800384,450879,39491
2,3,4,101,37651,8607571968,0,5,0,397.9862325284883,1872661078,1748936,0,0,1853300736,452466,33037
3,3,5,19,36955,8607571968,0,5,0,365.5310542895805,1688084173,1759479,0,0,1668988928,407468,15067
4,5,6,36,48770,8607571968,0,7,0,460.35249807234845,2805866216,1714354,0,0,2784997376,679931,86676
5,4,4,58,38646,8607571968,0,6,0,374.55138429687906,1808964414,1759136,0,0,1789636608,436923,70016
6,4,4,53,38806,8607571968,0,6,0,400.84348744910056,1943978715,1739173,0,0,1924567040,469865,74510
7,4,4,53,37451,8607571968,0,6,0,377.48089919085646,1766728494,1763968,0,0,1747439616,426621,58203
8,4,5,98,39661,8607571968,0,6,0,364.2660819043777,1805454558,1758576,0,0,1786138624,436069,58899
9,4,5,106,39734,8607571968,0,6,0,383.64802134460973,1905031620,1745998,0,0,1885634560,460360,68524
10,4,4,51,38063,8607571968,0,6,0,389.4191426994929,1852400484,1749942,0,0,1833070592,447527,76559
