Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,100,42014,8607571968,0,5,0,382.30365360628423,2007359677,1728551,0,0,1987919872,485332,25615
2,4,4,53,41935,8607571968,0,6,0,380.0336881066514,1991686662,1729024,0,0,1972273152,481512,26574
3,3,5,161,39441,8607571968,0,5,0,396.7912962775129,1955770311,1735612,0,0,1936367616,472746,23659
4,3,4,48,37944,8607571968,0,5,0,359.9715251449657,1706952574,1753808,0,0,1687871488,412078,15870
5,4,5,75,42183,8607571968,0,6,0,385.7053009625871,2033322363,1720429,0,0,2013904896,491676,34722
6,3,4,80,38618,8607571968,0,5,0,373.55116175480396,1802825686,1738256,0,0,1783697408,435473,27423
7,3,5,134,39802,8607571968,0,5,0,394.4871050581702,1962213031,1734641,0,0,1942806528,474318,5110
8,4,4,62,42022,8607571968,0,6,0,392.3215486696178,2060358444,1720310,0,0,2040889344,498264,20863
9,4,4,89,41536,8607571968,0,6,0,390.7441826061832,2028336014,1727267,0,0,2008866816,490446,42791
10,4,5,59,38923,8607571968,0,6,0,394.58936409887457,1919366199,1741817,0,0,1899978752,463862,28625
