Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,108,40529,8607571968,0,6,0,386.1971517828501,1956117537,1734067,0,0,1936728064,472834,95575
2,4,4,48,38380,8607571968,0,6,0,391.1731427975818,1876245156,1747254,0,0,1856892928,453343,65380
3,4,4,103,37704,8607571968,0,6,0,399.53845071618036,1882612539,1747485,0,0,1863245824,454894,42490
4,4,4,43,36211,8607571968,0,6,0,415.2291565719336,1879062849,1745235,0,0,1859723264,454034,36662
5,3,4,153,38000,8607571968,0,5,0,387.4230205284767,1839853252,1750254,0,0,1820545024,444469,40409
6,3,4,91,37616,8607571968,0,5,0,389.21473380835903,1829680687,1750393,0,0,1810391040,441990,27452
7,3,4,127,36339,8607571968,0,5,0,411.33183938351453,1868005414,1745552,0,0,1848684544,451339,34082
8,4,4,50,38833,8607571968,0,6,0,389.67199958793685,1891109349,1734431,0,0,1871843328,456993,45970
9,4,4,41,37523,8607571968,0,6,0,390.9159086329593,1833134337,1750635,0,0,1813835776,442831,33351
10,3,4,152,37602,8607571968,0,5,0,387.14126602478854,1819254781,1753847,0,0,1799954432,439442,51238
