
Second: 1 | Number of Sorts: 310
Second: 2 | Number of Sorts: 122136
Second: 3 | Number of Sorts: 123333
Second: 4 | Number of Sorts: 160725
Second: 5 | Number of Sorts: 174824
Second: 6 | Number of Sorts: 174371
Second: 7 | Number of Sorts: 174624
Second: 8 | Number of Sorts: 175362
Second: 9 | Number of Sorts: 175394
Second: 10 | Number of Sorts: 175405
Second: 11 | Number of Sorts: 138350
Second: 12 | Number of Sorts: 166506
Second: 13 | Number of Sorts: 175203
Second: 14 | Number of Sorts: 175139
Second: 15 | Number of Sorts: 175131
Second: 16 | Number of Sorts: 175076
Second: 17 | Number of Sorts: 173519
Second: 18 | Number of Sorts: 174618
Second: 19 | Number of Sorts: 174873
Second: 20 | Number of Sorts: 174379
Second: 21 | Number of Sorts: 174740
Second: 22 | Number of Sorts: 170878
Second: 23 | Number of Sorts: 167474
Second: 24 | Number of Sorts: 170419
Second: 25 | Number of Sorts: 169120
Second: 26 | Number of Sorts: 167898
Second: 27 | Number of Sorts: 167477
Second: 28 | Number of Sorts: 167539
Second: 29 | Number of Sorts: 167305
Second: 30 | Number of Sorts: 164927
Second: 31 | Number of Sorts: 163519
Second: 32 | Number of Sorts: 163111
Second: 33 | Number of Sorts: 163403
Second: 34 | Number of Sorts: 163701
Second: 35 | Number of Sorts: 163118
Second: 36 | Number of Sorts: 162546
Second: 37 | Number of Sorts: 162941
Second: 38 | Number of Sorts: 164124
Second: 39 | Number of Sorts: 167034
Second: 40 | Number of Sorts: 167033
Second: 41 | Number of Sorts: 163479
Second: 42 | Number of Sorts: 162667
Second: 43 | Number of Sorts: 164308
Second: 44 | Number of Sorts: 123649
Second: 45 | Number of Sorts: 129737
Second: 46 | Number of Sorts: 136780
Second: 47 | Number of Sorts: 164269
Second: 48 | Number of Sorts: 174977
Second: 49 | Number of Sorts: 175241
Second: 50 | Number of Sorts: 175284
Second: 51 | Number of Sorts: 175304
Second: 52 | Number of Sorts: 174948
Second: 53 | Number of Sorts: 175364
Second: 54 | Number of Sorts: 174972
Second: 55 | Number of Sorts: 175501
Second: 56 | Number of Sorts: 175347
Second: 57 | Number of Sorts: 175416
Second: 58 | Number of Sorts: 175517
Second: 59 | Number of Sorts: 171229
Second: 60 | Number of Sorts: 175542
Second: 61 | Number of Sorts: 173107
