Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,1,16,154,8398,1091379200,0,3,0,939.8368799809115,984501759,30689,0,0,982306816,239821,0,270510
2,No,2,17,92,8031,1091379200,0,4,0,939.3672612927377,940798796,44926,0,0,932577280,227680,0,274279
3,Yes,2,17,8372,16752,1091379200,0,4,0,471.61971532715864,986357134,36216,0,0,981876736,239716,0,276713
4,No,1,17,168,8174,1091379200,0,3,0,939.4338340076008,957657891,37573,0,0,955453440,233265,0,270838
5,Yes,1,16,639,8430,1091379200,0,3,0,888.7572588542905,934538115,43285,0,0,932327424,227619,0,270904
6,Yes,2,19,916,9220,1091379200,0,4,0,850.4439134876644,977904448,36157,0,0,972591104,237449,0,274623
7,Yes,2,19,3511,12093,1091379200,0,4,0,669.7492695047209,1010606727,36682,0,0,1005043712,245372,0,283000
8,Yes,2,17,10,8513,1091379200,0,4,0,940.5967598870056,998701401,34387,0,0,996397056,243261,0,277747
9,No,2,18,24,7993,1091379200,0,4,0,941.0360687147336,937882973,44496,0,0,933081088,227803,0,273038
10,Yes,2,17,20135,28517,1091379200,0,4,0,277.41300996491225,988071490,36457,0,0,981872640,239715,0,277318
